Object              Attribute           Value               
CLK                 \desc               Clock               
CEA0                \pintype            ENABLE              
CEA0                \desc               Input A0 clock enable
CEA1                \pintype            ENABLE              
CEA1                \desc               Input A1 clock enable
RSTA0               \pintype            RSTDIRECT           
RSTA0               \desc               Input A0 register reset
RSTA1               \pintype            RSTDIRECT           
RSTA1               \desc               Input A1 register reset
CEB0                \pintype            ENABLE              
CEB0                \desc               Input B0 clock enable
CEB1                \pintype            ENABLE              
CEB1                \desc               Input B1 clock enable
RSTB0               \pintype            RSTDIRECT           
RSTB0               \desc               Input B0 register reset
RSTB1               \pintype            RSTDIRECT           
RSTB1               \desc               Input B1 register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C register clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Pipeline register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Pipeline clock enable
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output register clock enable
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from C input
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
MULTADDSUB9X9WIDE   \user               Yes                 
MULTADDSUB9X9WIDE   \infer              Yes                 
MULTADDSUB9X9WIDE   \desc               9x9 wide multiply add/sub
A0                  \pintype            DATA                
A0                  \desc               Operand A0          
B0                  \pintype            DATA                
B0                  \desc               Operand B0          
A1                  \pintype            DATA                
A1                  \desc               Operand A1          
B1                  \pintype            DATA                
B1                  \desc               Operand B1          
A2                  \pintype            DATA                
A2                  \desc               Operand A2          
B2                  \pintype            DATA                
B2                  \desc               Operand B2          
A3                  \pintype            DATA                
A3                  \desc               Operand A3          
B3                  \pintype            DATA                
B3                  \desc               Operand B3          
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA0A1              \pintype            ENABLE              
CEA0A1              \desc               Input A0 and A1 clock enable.
CEA2A3              \pintype            ENABLE              
CEA2A3              \desc               Input A2 and A3 clock enable.
RSTA0A1             \pintype            RSTDIRECT           
RSTA0A1             \desc               Input A0 and A1 register reset.
RSTA2A3             \pintype            RSTDIRECT           
RSTA2A3             \desc               Input A2 and A3 register reset.
CEB0B1              \pintype            ENABLE              
CEB0B1              \desc               Input B0 and B1 clock enable.
CEB2B3              \pintype            ENABLE              
CEB2B3              \desc               Input B2 and B3 clock enable.
RSTB0B1             \pintype            RSTDIRECT           
RSTB0B1             \desc               Input B0 and B1 register reset.
RSTB2B3             \pintype            RSTDIRECT           
RSTB2B3             \desc               Input B2 and B3 register reset.
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Output register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Output clock enable 
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output register clock enable
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from input C
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A enable      
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A reset       
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT18X36           \user               Yes                 
MULT18X36           \infer              Yes                 
MULT18X36           \desc               18X36 multiplier with optional input/output register
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT36X36           \user               Yes                 
MULT36X36           \infer              Yes                 
MULT36X36           \desc               36X36 multiplier with optional input and output registers
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT9X9             \user               Yes                 
MULT9X9             \infer              Yes                 
MULT9X9             \desc               9X9 multiplier with optional input and output registers
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A reset       
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B reset       
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULTADDSUB18X18     \user               Yes                 
MULTADDSUB18X18     \infer              Yes                 
MULTADDSUB18X18     \desc               18X18 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Input clock         
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input clock enable  
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input register reset
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Output register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Output clock enable 
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
RSTCIN              \pintype            RSTDIRECT           
RSTCIN              \desc               Input carryin reset.
CECIN               \pintype            ENABLE              
CECIN               \desc               Input carryin enable.
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from C input
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=Add, 1=subtract   
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
CIN                 \pintype            DATA                
CIN                 \desc               Carry in            
MULTADDSUB18X36     \user               Yes                 
MULTADDSUB18X36     \infer              Yes                 
MULTADDSUB18X36     \desc               18X36 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
RSTCIN              \pintype            RSTDIRECT           
RSTCIN              \desc               Input carryin reset.
CECIN               \pintype            ENABLE              
CECIN               \desc               Input carryin enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Pipeline register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Pipeline clock enable
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from input C
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
CIN                 \pintype            DATA                
CIN                 \desc               Carry in            
MULTADDSUB36X36     \user               Yes                 
MULTADDSUB36X36     \infer              Yes                 
MULTADDSUB36X36     \desc               36X36 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
RSTCIN              \pintype            RSTDIRECT           
RSTCIN              \desc               Input carryin reset.
CECIN               \pintype            ENABLE              
CECIN               \desc               Input carryin enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Pipeline register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Pipeline clock enable
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from input C
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
CIN                 \pintype            DATA                
CIN                 \desc               Carry in            
MULTPREADD18X18     \user               Yes                 
MULTPREADD18X18     \infer              Yes                 
MULTPREADD18X18     \desc               18X18 multiplier with pre-adder
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input clock enable  
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
SIGNEDC             \pintype            DATA                
SIGNEDC             \desc               Operand C signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULTPREADD9X9       \user               Yes                 
MULTPREADD9X9       \infer              Yes                 
MULTPREADD9X9       \desc               9X9 multiplier with pre-adder
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input clock enable  
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
SIGNEDC             \pintype            DATA                
SIGNEDC             \desc               Operand C signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULTADDSUB18X18WIDE \user               Yes                 
MULTADDSUB18X18WIDE \infer              Yes                 
MULTADDSUB18X18WIDE \desc               18x18 wide multiply add/sub
A0                  \pintype            DATA                
A0                  \desc               Operand A0          
B0                  \pintype            DATA                
B0                  \desc               Operand B0          
A1                  \pintype            DATA                
A1                  \desc               Operand A1          
B1                  \pintype            DATA                
B1                  \desc               Operand B1          
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA0                \pintype            ENABLE              
CEA0                \desc               Input A0 clock enable
CEA1                \pintype            ENABLE              
CEA1                \desc               Input A1 clock enable
RSTA0               \pintype            RSTDIRECT           
RSTA0               \desc               Input A0 register reset
RSTA1               \pintype            RSTDIRECT           
RSTA1               \desc               Input A1 register reset
CEB0                \pintype            ENABLE              
CEB0                \desc               Input B0 clock enable
CEB1                \pintype            ENABLE              
CEB1                \desc               Input B1 clock enable
RSTB0               \pintype            RSTDIRECT           
RSTB0               \desc               Input B0 register reset
RSTB1               \pintype            RSTDIRECT           
RSTB1               \desc               Input B1 register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C register clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Pipeline register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Pipeline clock enable
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output register clock enable
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from C input
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
MULTADDSUB9X9WIDE   \user               Yes                 
MULTADDSUB9X9WIDE   \infer              Yes                 
MULTADDSUB9X9WIDE   \desc               9x9 wide multiply add/sub
A0                  \pintype            DATA                
A0                  \desc               Operand A0          
B0                  \pintype            DATA                
B0                  \desc               Operand B0          
A1                  \pintype            DATA                
A1                  \desc               Operand A1          
B1                  \pintype            DATA                
B1                  \desc               Operand B1          
A2                  \pintype            DATA                
A2                  \desc               Operand A2          
B2                  \pintype            DATA                
B2                  \desc               Operand B2          
A3                  \pintype            DATA                
A3                  \desc               Operand A3          
B3                  \pintype            DATA                
B3                  \desc               Operand B3          
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA0A1              \pintype            ENABLE              
CEA0A1              \desc               Input A0 and A1 clock enable.
CEA2A3              \pintype            ENABLE              
CEA2A3              \desc               Input A2 and A3 clock enable.
RSTA0A1             \pintype            RSTDIRECT           
RSTA0A1             \desc               Input A0 and A1 register reset.
RSTA2A3             \pintype            RSTDIRECT           
RSTA2A3             \desc               Input A2 and A3 register reset.
CEB0B1              \pintype            ENABLE              
CEB0B1              \desc               Input B0 and B1 clock enable.
CEB2B3              \pintype            ENABLE              
CEB2B3              \desc               Input B2 and B3 clock enable.
RSTB0B1             \pintype            RSTDIRECT           
RSTB0B1             \desc               Input B0 and B1 register reset.
RSTB2B3             \pintype            RSTDIRECT           
RSTB2B3             \desc               Input B2 and B3 register reset.
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Output register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Output clock enable 
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output register clock enable
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from input C
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A enable      
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A reset       
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT18X36           \user               Yes                 
MULT18X36           \infer              Yes                 
MULT18X36           \desc               18X36 multiplier with optional input/output register
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT36X36           \user               Yes                 
MULT36X36           \infer              Yes                 
MULT36X36           \desc               36X36 multiplier with optional input and output registers
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B register reset
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULT9X9             \user               Yes                 
MULT9X9             \infer              Yes                 
MULT9X9             \desc               9X9 multiplier with optional input and output registers
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A reset       
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B reset       
SIGNEDA             \pintype            DATA                
SIGNEDA             \desc               Operand A signed    
SIGNEDB             \pintype            DATA                
SIGNEDB             \desc               Operand B signed    
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
MULTADDSUB18X18     \user               Yes                 
MULTADDSUB18X18     \infer              Yes                 
MULTADDSUB18X18     \desc               18X18 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Input clock         
CEA                 \pintype            ENABLE              
CEA                 \desc               Input clock enable  
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input clock enable  
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input clock enable  
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input register reset
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Output register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Output clock enable 
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
RSTCIN              \pintype            RSTDIRECT           
RSTCIN              \desc               Input carryin reset.
CECIN               \pintype            ENABLE              
CECIN               \desc               Input carryin enable.
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from C input
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=Add, 1=subtract   
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
CIN                 \pintype            DATA                
CIN                 \desc               Carry in            
MULTADDSUB18X36     \user               Yes                 
MULTADDSUB18X36     \infer              Yes                 
MULTADDSUB18X36     \desc               18X36 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
CLK                 \desc               Clock               
CEA                 \pintype            ENABLE              
CEA                 \desc               Input A clock enable
RSTA                \pintype            RSTDIRECT           
RSTA                \desc               Input A register reset
CEB                 \pintype            ENABLE              
CEB                 \desc               Input B clock enable
RSTB                \pintype            RSTDIRECT           
RSTB                \desc               Input B register reset
CEC                 \pintype            ENABLE              
CEC                 \desc               Input C clock enable
RSTC                \pintype            RSTDIRECT           
RSTC                \desc               Input C register reset
RSTCTRL             \pintype            RSTDIRECT           
RSTCTRL             \desc               Input control (addsub, m9addsub, signed, and loadc) reset.
CECTRL              \pintype            ENABLE              
CECTRL              \desc               Input control (addsub, m9addsub, signed, and loadc) enable.
RSTCIN              \pintype            RSTDIRECT           
RSTCIN              \desc               Input carryin reset.
CECIN               \pintype            ENABLE              
CECIN               \desc               Input carryin enable.
SIGNED              \pintype            DATA                
SIGNED              \desc               One SIGNED port for all inputs due to ACC54 HW limitation.
RSTPIPE             \pintype            RSTDIRECT           
RSTPIPE             \desc               Pipeline register reset
CEPIPE              \pintype            ENABLE              
CEPIPE              \desc               Pipeline clock enable
RSTOUT              \pintype            RSTDIRECT           
RSTOUT              \desc               Output register reset
CEOUT               \pintype            ENABLE              
CEOUT               \desc               Output clock enable 
Z                   \pintype            DATA                
Z                   \desc               Multiplication result
LOADC               \pintype            CONTROL             
LOADC               \desc               1=Load value from input C
ADDSUB              \pintype            CONTROL             
ADDSUB              \desc               0=add, 1=subtract   
CIN                 \pintype            DATA                
CIN                 \desc               Carry in            
MULTADDSUB36X36     \user               Yes                 
MULTADDSUB36X36     \infer              Yes                 
MULTADDSUB36X36     \desc               36X36 multiplier and accumulator
A                   \pintype            DATA                
A                   \desc               Operand A           
B                   \pintype            DATA                
B                   \desc               Operand B           
C                   \pintype            DATA                
C                   \desc               Operand C           
CLK                 \pintype            CLOCK               
